id,fen,engine,move,score,wins,draws,losses,depth,seldepth,nodes,time,hashfull
156,nbrnqkbr/pppppppp/8/8/8/8/PPPPPPPP/NBRNQKBR w KQkq - 0 1,Stockfish 17.1,c2c4,15,46,937,17,11,23,100082,0.018,3
157,nrnbqkbr/pppppppp/8/8/8/8/PPPPPPPP/NRNBQKBR w KQkq - 0 1,Stockfish 17.1,e2e4,34,88,904,8,12,15,101378,0.018,1
158,nrnqkbbr/pppppppp/8/8/8/8/PPPPPPPP/NRNQKBBR w KQkq - 0 1,Stockfish 17.1,e2e4,22,59,928,13,11,19,100435,0.019,2
159,nrnqkrbb/pppppppp/8/8/8/8/PPPPPPPP/NRNQKRBB w KQkq - 0 1,Stockfish 17.1,g2g4,42,114,880,6,10,20,100255,0.018,1
160,bbnrnkqr/pppppppp/8/8/8/8/PPPPPPPP/BBNRNKQR w KQkq - 0 1,Stockfish 17.1,f2f3,45,126,868,6,11,16,100295,0.016,2
161,bnrbnkqr/pppppppp/8/8/8/8/PPPPPPPP/BNRBNKQR w KQkq - 0 1,Stockfish 17.1,h2h4,17,50,935,15,11,18,100911,0.019,3
162,bnrnkbqr/pppppppp/8/8/8/8/PPPPPPPP/BNRNKBQR w KQkq - 0 1,Stockfish 17.1,d1c3,22,59,928,13,11,13,101788,0.019,2
163,bnrnkqrb/pppppppp/8/8/8/8/PPPPPPPP/BNRNKQRB w KQkq - 0 1,Stockfish 17.1,g2g4,22,59,928,13,12,18,100361,0.02,1
164,nbbrnkqr/pppppppp/8/8/8/8/PPPPPPPP/NBBRNKQR w KQkq - 0 1,Stockfish 17.1,f2f4,13,44,938,18,10,16,100759,0.018,1
165,nrbbnkqr/pppppppp/8/8/8/8/PPPPPPPP/NRBBNKQR w KQkq - 0 1,Stockfish 17.1,f2f4,78,313,685,2,10,15,100263,0.019,3
166,nrbnkbqr/pppppppp/8/8/8/8/PPPPPPPP/NRBNKBQR w KQkq - 0 1,Stockfish 17.1,f2f4,39,101,892,7,10,19,100690,0.019,1
167,nrbnkqrb/pppppppp/8/8/8/8/PPPPPPPP/NRBNKQRB w KQkq - 0 1,Stockfish 17.1,g2g4,20,56,930,14,10,19,100092,0.017,1
168,nbrnbkqr/pppppppp/8/8/8/8/PPPPPPPP/NBRNBKQR w KQkq - 0 1,Stockfish 17.1,c2c4,23,61,927,12,11,20,100190,0.019,2
169,nrnbbkqr/pppppppp/8/8/8/8/PPPPPPPP/NRNBBKQR w KQkq - 0 1,Stockfish 17.1,d2d3,32,83,908,9,11,24,100283,0.019,3
170,nrnkbbqr/pppppppp/8/8/8/8/PPPPPPPP/NRNKBBQR w KQkq - 0 1,Stockfish 17.1,e2e4,63,212,785,3,11,17,100816,0.018,1
171,nrnkbqrb/pppppppp/8/8/8/8/PPPPPPPP/NRNKBQRB w KQkq - 0 1,Stockfish 17.1,g2g4,23,61,927,12,10,19,100350,0.019,2
172,nbrnkqbr/pppppppp/8/8/8/8/PPPPPPPP/NBRNKQBR w KQkq - 0 1,Stockfish 17.1,f2f4,15,46,937,17,31,48,100001381,23.516,533
173,nrnbkqbr/pppppppp/8/8/8/8/PPPPPPPP/NRNBKQBR w KQkq - 0 1,Stockfish 17.1,f2f4,30,77,913,10,11,20,100313,0.02,2
174,nrnkqbbr/pppppppp/8/8/8/8/PPPPPPPP/NRNKQBBR w KQkq - 0 1,Stockfish 17.1,e2e4,37,97,895,8,11,18,101124,0.019,2
175,nrnkqrbb/pppppppp/8/8/8/8/PPPPPPPP/NRNKQRBB w KQkq - 0 1,Stockfish 17.1,f2f4,63,211,786,3,11,15,100576,0.018,2
176,bbnrnkrq/pppppppp/8/8/8/8/PPPPPPPP/BBNRNKRQ w KQkq - 0 1,Stockfish 17.1,g2g4,102,520,479,1,12,16,100111,0.02,0
177,bnrbnkrq/pppppppp/8/8/8/8/PPPPPPPP/BNRBNKRQ w KQkq - 0 1,Stockfish 17.1,g2g4,42,113,881,6,9,19,100606,0.018,2
178,bnrnkbrq/pppppppp/8/8/8/8/PPPPPPPP/BNRNKBRQ w KQkq - 0 1,Stockfish 17.1,g2g4,52,151,844,5,11,13,100298,0.02,1
179,bnrnkrqb/pppppppp/8/8/8/8/PPPPPPPP/BNRNKRQB w KQkq - 0 1,Stockfish 17.1,b2b4,25,66,923,11,11,18,100463,0.019,2
180,nbbrnkrq/pppppppp/8/8/8/8/PPPPPPPP/NBBRNKRQ w KQkq - 0 1,Stockfish 17.1,d2d4,18,52,933,15,12,13,100075,0.015,2
181,nrbbnkrq/pppppppp/8/8/8/8/PPPPPPPP/NRBBNKRQ w KQkq - 0 1,Stockfish 17.1,h2h4,13,44,939,17,11,18,100864,0.018,1
182,nrbnkbrq/pppppppp/8/8/8/8/PPPPPPPP/NRBNKBRQ w KQkq - 0 1,Stockfish 17.1,g2g4,25,66,923,11,12,15,100959,0.018,3
183,nrbnkrqb/pppppppp/8/8/8/8/PPPPPPPP/NRBNKRQB w KQkq - 0 1,Stockfish 17.1,f2f4,41,108,885,7,10,21,100732,0.017,1
184,nbrnbkrq/pppppppp/8/8/8/8/PPPPPPPP/NBRNBKRQ w KQkq - 0 1,Stockfish 17.1,d2d4,63,212,785,3,10,18,101677,0.018,2
185,nrnbbkrq/pppppppp/8/8/8/8/PPPPPPPP/NRNBBKRQ w KQkq - 0 1,Stockfish 17.1,g2g4,44,122,872,6,11,19,100169,0.019,2
186,nrnkbbrq/pppppppp/8/8/8/8/PPPPPPPP/NRNKBBRQ w KQkq - 0 1,Stockfish 17.1,g2g4,37,97,895,8,10,20,100021,0.02,2
187,nrnkbrqb/pppppppp/8/8/8/8/PPPPPPPP/NRNKBRQB w KQkq - 0 1,Stockfish 17.1,f2f4,34,88,904,8,12,19,100267,0.017,1
188,nbrnkrbq/pppppppp/8/8/8/8/PPPPPPPP/NBRNKRBQ w KQkq - 0 1,Stockfish 17.1,f2f4,29,74,916,10,12,18,101817,0.017,3
189,nrnbkrbq/pppppppp/8/8/8/8/PPPPPPPP/NRNBKRBQ w KQkq - 0 1,Stockfish 17.1,g2g4,34,86,905,9,11,19,100546,0.017,1
190,nrnkrbbq/pppppppp/8/8/8/8/PPPPPPPP/NRNKRBBQ w KQkq - 0 1,Stockfish 17.1,f2f4,36,92,900,8,11,18,100032,0.019,3
191,nrnkrqbb/pppppppp/8/8/8/8/PPPPPPPP/NRNKRQBB w KQkq - 0 1,Stockfish 17.1,e2e4,48,134,861,5,10,22,100080,0.018,1
192,bbqnrknr/pppppppp/8/8/8/8/PPPPPPPP/BBQNRKNR w KQkq - 0 1,Stockfish 17.1,d2d4,49,139,856,5,10,19,100049,0.018,3
193,bqnbrknr/pppppppp/8/8/8/8/PPPPPPPP/BQNBRKNR w KQkq - 0 1,Stockfish 17.1,e2e4,34,88,904,8,11,23,100697,0.019,4
194,bqnrkbnr/pppppppp/8/8/8/8/PPPPPPPP/BQNRKBNR w KQkq - 0 1,Stockfish 17.1,c2c4,30,76,914,10,12,21,100895,0.016,2
195,bqnrknrb/pppppppp/8/8/8/8/PPPPPPPP/BQNRKNRB w KQkq - 0 1,Stockfish 17.1,c2c4,21,56,930,14,10,18,100599,0.018,1
196,qbbnrknr/pppppppp/8/8/8/8/PPPPPPPP/QBBNRKNR w KQkq - 0 1,Stockfish 17.1,c2c4,43,116,878,6,13,16,101052,0.018,1
197,qnbbrknr/pppppppp/8/8/8/8/PPPPPPPP/QNBBRKNR w KQkq - 0 1,Stockfish 17.1,e2e4,42,113,881,6,12,20,100388,0.017,3
198,qnbrkbnr/pppppppp/8/8/8/8/PPPPPPPP/QNBRKBNR w KQkq - 0 1,Stockfish 17.1,b2b3,32,81,910,9,11,16,100488,0.018,1
199,qnbrknrb/pppppppp/8/8/8/8/PPPPPPPP/QNBRKNRB w KQkq - 0 1,Stockfish 17.1,c2c4,29,75,915,10,10,16,100340,0.018,2
200,qbnrbknr/pppppppp/8/8/8/8/PPPPPPPP/QBNRBKNR w KQkq - 0 1,Stockfish 17.1,c2c4,36,92,900,8,11,21,100270,0.017,2
201,qnrbbknr/pppppppp/8/8/8/8/PPPPPPPP/QNRBBKNR w KQkq - 0 1,Stockfish 17.1,c2c4,13,44,939,17,11,15,100233,0.016,3
202,qnrkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QNRKBBNR w KQkq - 0 1,Stockfish 17.1,c2c4,28,72,918,10,11,16,100392,0.019,2
203,qnrkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QNRKBNRB w KQkq - 0 1,Stockfish 17.1,d2d3,20,54,932,14,10,15,100919,0.019,2
204,qbnrknbr/pppppppp/8/8/8/8/PPPPPPPP/QBNRKNBR w KQkq - 0 1,Stockfish 17.1,c2c4,2,29,945,26,10,19,100083,0.017,2
205,qnrbknbr/pppppppp/8/8/8/8/PPPPPPPP/QNRBKNBR w KQkq - 0 1,Stockfish 17.1,f2f3,29,73,917,10,12,15,100329,0.018,3
206,qnrknbbr/pppppppp/8/8/8/8/PPPPPPPP/QNRKNBBR w KQkq - 0 1,Stockfish 17.1,d2d4,81,340,658,2,12,19,100856,0.015,2
207,qnrknrbb/pppppppp/8/8/8/8/PPPPPPPP/QNRKNRBB w KQkq - 0 1,Stockfish 17.1,b2b3,35,90,902,8,10,16,100106,0.017,2
208,bbnqrknr/pppppppp/8/8/8/8/PPPPPPPP/BBNQRKNR w KQkq - 0 1,Stockfish 17.1,b2b4,23,61,927,12,9,21,100406,0.017,1
209,bnqbrknr/pppppppp/8/8/8/8/PPPPPPPP/BNQBRKNR w KQkq - 0 1,Stockfish 17.1,e2e4,24,63,925,12,11,14,100903,0.02,2
210,bnqrkbnr/pppppppp/8/8/8/8/PPPPPPPP/BNQRKBNR w KQkq - 0 1,Stockfish 17.1,c2c4,18,51,934,15,11,19,100097,0.015,2
211,bnqrknrb/pppppppp/8/8/8/8/PPPPPPPP/BNQRKNRB w KQkq - 0 1,Stockfish 17.1,g2g3,43,115,879,6,11,20,100203,0.019,2
212,nbbqrknr/pppppppp/8/8/8/8/PPPPPPPP/NBBQRKNR w KQkq - 0 1,Stockfish 17.1,e2e4,31,80,911,9,10,20,100860,0.017,2
213,nqbbrknr/pppppppp/8/8/8/8/PPPPPPPP/NQBBRKNR w KQkq - 0 1,Stockfish 17.1,e2e4,40,106,887,7,13,22,100012,0.017,1
214,nqbrkbnr/pppppppp/8/8/8/8/PPPPPPPP/NQBRKBNR w KQkq - 0 1,Stockfish 17.1,e2e4,52,153,842,5,12,20,100249,0.017,3
215,nqbrknrb/pppppppp/8/8/8/8/PPPPPPPP/NQBRKNRB w KQkq - 0 1,Stockfish 17.1,c2c4,17,50,935,15,11,16,101039,0.017,1
216,nbqrbknr/pppppppp/8/8/8/8/PPPPPPPP/NBQRBKNR w KQkq - 0 1,Stockfish 17.1,c2c4,37,96,896,8,11,19,100394,0.019,2
217,nqrbbknr/pppppppp/8/8/8/8/PPPPPPPP/NQRBBKNR w KQkq - 0 1,Stockfish 17.1,b2b4,27,69,920,11,10,19,100219,0.017,2
218,nqrkbbnr/pppppppp/8/8/8/8/PPPPPPPP/NQRKBBNR w KQkq - 0 1,Stockfish 17.1,d2d4,72,267,731,2,12,22,100841,0.017,1
219,nqrkbnrb/pppppppp/8/8/8/8/PPPPPPPP/NQRKBNRB w KQkq - 0 1,Stockfish 17.1,c2c4,29,74,916,10,11,19,101314,0.017,2
220,nbqrknbr/pppppppp/8/8/8/8/PPPPPPPP/NBQRKNBR w KQkq - 0 1,Stockfish 17.1,c2c4,7,36,942,22,10,16,100848,0.016,4
221,nqrbknbr/pppppppp/8/8/8/8/PPPPPPPP/NQRBKNBR w KQkq - 0 1,Stockfish 17.1,f2f4,27,69,920,11,14,15,101154,0.018,1
222,nqrknbbr/pppppppp/8/8/8/8/PPPPPPPP/NQRKNBBR w KQkq - 0 1,Stockfish 17.1,b2b4,22,60,927,13,12,22,100279,0.014,3
223,nqrknrbb/pppppppp/8/8/8/8/PPPPPPPP/NQRKNRBB w KQkq - 0 1,Stockfish 17.1,f2f4,11,40,941,19,12,16,100095,0.015,2
224,bbnrqknr/pppppppp/8/8/8/8/PPPPPPPP/BBNRQKNR w KQkq - 0 1,Stockfish 17.1,d2d4,46,128,866,6,11,17,100780,0.019,3
225,bnrbqknr/pppppppp/8/8/8/8/PPPPPPPP/BNRBQKNR w KQkq - 0 1,Stockfish 17.1,g1h3,28,72,918,10,11,14,100163,0.018,4
226,bnrqkbnr/pppppppp/8/8/8/8/PPPPPPPP/BNRQKBNR w KQkq - 0 1,Stockfish 17.1,e2e3,10,40,941,19,13,21,100024,0.014,2
227,bnrqknrb/pppppppp/8/8/8/8/PPPPPPPP/BNRQKNRB w KQkq - 0 1,Stockfish 17.1,d2d4,33,85,906,9,11,17,100424,0.02,2
228,nbbrqknr/pppppppp/8/8/8/8/PPPPPPPP/NBBRQKNR w KQkq - 0 1,Stockfish 17.1,e2e4,58,186,810,4,12,20,100480,0.02,2
229,nrbbqknr/pppppppp/8/8/8/8/PPPPPPPP/NRBBQKNR w KQkq - 0 1,Stockfish 17.1,e2e4,42,113,881,6,12,20,100332,0.019,4
230,nrbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/NRBQKBNR w KQkq - 0 1,Stockfish 17.1,e2e4,47,133,862,5,13,22,100249,0.019,2
231,nrbqknrb/pppppppp/8/8/8/8/PPPPPPPP/NRBQKNRB w KQkq - 0 1,Stockfish 17.1,c2c3,11,40,941,19,10,16,100621,0.019,2
232,nbrqbknr/pppppppp/8/8/8/8/PPPPPPPP/NBRQBKNR w KQkq - 0 1,Stockfish 17.1,d2d4,46,127,867,6,13,21,100383,0.018,3
233,nrqbbknr/pppppppp/8/8/8/8/PPPPPPPP/NRQBBKNR w KQkq - 0 1,Stockfish 17.1,b2b4,31,80,911,9,10,15,100722,0.017,3
234,nrqkbbnr/pppppppp/8/8/8/8/PPPPPPPP/NRQKBBNR w KQkq - 0 1,Stockfish 17.1,e2e4,83,355,644,1,11,18,100548,0.019,3
235,nrqkbnrb/pppppppp/8/8/8/8/PPPPPPPP/NRQKBNRB w KQkq - 0 1,Stockfish 17.1,c2c4,33,84,907,9,11,15,100065,0.021,3
236,nbrqknbr/pppppppp/8/8/8/8/PPPPPPPP/NBRQKNBR w KQkq - 0 1,Stockfish 17.1,c2c4,49,140,855,5,32,55,100004697,23.498,550
237,nrqbknbr/pppppppp/8/8/8/8/PPPPPPPP/NRQBKNBR w KQkq - 0 1,Stockfish 17.1,f2f4,48,136,859,5,10,16,100623,0.019,4
238,nrqknbbr/pppppppp/8/8/8/8/PPPPPPPP/NRQKNBBR w KQkq - 0 1,Stockfish 17.1,c2c4,41,108,885,7,9,19,100312,0.016,2
239,nrqknrbb/pppppppp/8/8/8/8/PPPPPPPP/NRQKNRBB w KQkq - 0 1,Stockfish 17.1,f2f4,59,190,807,3,11,19,100107,0.017,2
240,bbnrkqnr/pppppppp/8/8/8/8/PPPPPPPP/BBNRKQNR w KQkq - 0 1,Stockfish 17.1,b2b4,50,144,851,5,11,20,100219,0.018,1
241,bnrbkqnr/pppppppp/8/8/8/8/PPPPPPPP/BNRBKQNR w KQkq - 0 1,Stockfish 17.1,c2c4,22,58,929,13,11,19,100688,0.017,2
242,bnrkqbnr/pppppppp/8/8/8/8/PPPPPPPP/BNRKQBNR w KQkq - 0 1,Stockfish 17.1,e2e4,24,62,926,12,12,17,100376,0.016,2
243,bnrkqnrb/pppppppp/8/8/8/8/PPPPPPPP/BNRKQNRB w KQkq - 0 1,Stockfish 17.1,d1c1,16,48,936,16,10,21,100504,0.019,2
244,nbbrkqnr/pppppppp/8/8/8/8/PPPPPPPP/NBBRKQNR w KQkq - 0 1,Stockfish 17.1,e2e4,52,154,842,4,12,17,100978,0.017,3
245,nrbbkqnr/pppppppp/8/8/8/8/PPPPPPPP/NRBBKQNR w KQkq - 0 1,Stockfish 17.1,e2e4,41,109,884,7,10,15,100919,0.02,1
246,nrbkqbnr/pppppppp/8/8/8/8/PPPPPPPP/NRBKQBNR w KQkq - 0 1,Stockfish 17.1,e2e4,53,156,840,4,11,21,101015,0.021,3
247,nrbkqnrb/pppppppp/8/8/8/8/PPPPPPPP/NRBKQNRB w KQkq - 0 1,Stockfish 17.1,d2d3,41,109,884,7,11,18,101082,0.018,1
248,nbrkbqnr/pppppppp/8/8/8/8/PPPPPPPP/NBRKBQNR w KQkq - 0 1,Stockfish 17.1,c2c4,46,128,866,6,11,19,100742,0.018,2
249,nrkbbqnr/pppppppp/8/8/8/8/PPPPPPPP/NRKBBQNR w KQkq - 0 1,Stockfish 17.1,e2e4,54,165,831,4,10,18,100106,0.018,3
250,nrkqbbnr/pppppppp/8/8/8/8/PPPPPPPP/NRKQBBNR w KQkq - 0 1,Stockfish 17.1,c2c4,57,180,816,4,11,16,100366,0.019,2
251,nrkqbnrb/pppppppp/8/8/8/8/PPPPPPPP/NRKQBNRB w KQkq - 0 1,Stockfish 17.1,d2d4,25,66,923,11,11,20,102020,0.017,2
252,nbrkqnbr/pppppppp/8/8/8/8/PPPPPPPP/NBRKQNBR w KQkq - 0 1,Stockfish 17.1,c2c4,27,69,920,11,12,18,100160,0.019,4
253,nrkbqnbr/pppppppp/8/8/8/8/PPPPPPPP/NRKBQNBR w KQkq - 0 1,Stockfish 17.1,f2f4,45,126,868,6,10,14,100072,0.018,2
254,nrkqnbbr/pppppppp/8/8/8/8/PPPPPPPP/NRKQNBBR w KQkq - 0 1,Stockfish 17.1,e2e4,56,173,823,4,9,19,101105,0.018,3
255,nrkqnrbb/pppppppp/8/8/8/8/PPPPPPPP/NRKQNRBB w KQkq - 0 1,Stockfish 17.1,g2g4,21,58,929,13,10,18,100291,0.017,2
256,bbnrknqr/pppppppp/8/8/8/8/PPPPPPPP/BBNRKNQR w KQkq - 0 1,Stockfish 17.1,c2c4,26,67,922,11,12,20,101379,0.018,4
257,bnrbknqr/pppppppp/8/8/8/8/PPPPPPPP/BNRBKNQR w KQkq - 0 1,Stockfish 17.1,b2b4,27,69,920,11,10,16,100909,0.019,4
258,bnrknbqr/pppppppp/8/8/8/8/PPPPPPPP/BNRKNBQR w KQkq - 0 1,Stockfish 17.1,b2b3,11,40,941,19,12,15,100172,0.02,3
259,bnrknqrb/pppppppp/8/8/8/8/PPPPPPPP/BNRKNQRB w KQkq - 0 1,Stockfish 17.1,g2g4,29,73,917,10,10,20,102574,0.022,3
260,nbbrknqr/pppppppp/8/8/8/8/PPPPPPPP/NBBRKNQR w KQkq - 0 1,Stockfish 17.1,f2f4,26,68,921,11,12,18,100813,0.018,2
261,nrbbknqr/pppppppp/8/8/8/8/PPPPPPPP/NRBBKNQR w KQkq - 0 1,Stockfish 17.1,f2f4,60,194,803,3,10,17,100084,0.02,6
262,nrbknbqr/pppppppp/8/8/8/8/PPPPPPPP/NRBKNBQR w KQkq - 0 1,Stockfish 17.1,a1b3,57,179,817,4,10,16,100085,0.019,2
263,nrbknqrb/pppppppp/8/8/8/8/PPPPPPPP/NRBKNQRB w KQkq - 0 1,Stockfish 17.1,g2g4,72,271,727,2,12,19,100648,0.018,3
264,nbrkbnqr/pppppppp/8/8/8/8/PPPPPPPP/NBRKBNQR w KQkq - 0 1,Stockfish 17.1,c2c4,31,80,911,9,10,18,100450,0.02,4
265,nrkbbnqr/pppppppp/8/8/8/8/PPPPPPPP/NRKBBNQR w KQkq - 0 1,Stockfish 17.1,e2e4,30,78,912,10,33,39,100003961,24.375,573
266,nrknbbqr/pppppppp/8/8/8/8/PPPPPPPP/NRKNBBQR w KQkq - 0 1,Stockfish 17.1,d1c3,35,91,901,8,11,20,100674,0.019,3
267,nrknbqrb/pppppppp/8/8/8/8/PPPPPPPP/NRKNBQRB w KQkq - 0 1,Stockfish 17.1,g2g4,40,107,886,7,11,15,100100,0.02,4
268,nbrknqbr/pppppppp/8/8/8/8/PPPPPPPP/NBRKNQBR w KQkq - 0 1,Stockfish 17.1,c2c4,40,107,886,7,11,17,100089,0.019,3
269,nrkbnqbr/pppppppp/8/8/8/8/PPPPPPPP/NRKBNQBR w KQkq - 0 1,Stockfish 17.1,f2f4,25,64,924,12,11,18,100699,0.019,5
270,nrknqbbr/pppppppp/8/8/8/8/PPPPPPPP/NRKNQBBR w KQkq - 0 1,Stockfish 17.1,f2f3,24,64,924,12,9,14,100313,0.018,2
271,nrknqrbb/pppppppp/8/8/8/8/PPPPPPPP/NRKNQRBB w KQkq - 0 1,Stockfish 17.1,f2f4,24,63,925,12,14,21,100115,0.017,2
272,bbnrknrq/pppppppp/8/8/8/8/PPPPPPPP/BBNRKNRQ w KQkq - 0 1,Stockfish 17.1,g2g4,48,135,860,5,11,13,100379,0.019,2
273,bnrbknrq/pppppppp/8/8/8/8/PPPPPPPP/BNRBKNRQ w KQkq - 0 1,Stockfish 17.1,b2b4,35,90,902,8,10,13,100855,0.019,3
274,bnrknbrq/pppppppp/8/8/8/8/PPPPPPPP/BNRKNBRQ w KQkq - 0 1,Stockfish 17.1,g2g4,117,647,353,0,10,19,100272,0.019,3
275,bnrknrqb/pppppppp/8/8/8/8/PPPPPPPP/BNRKNRQB w KQkq - 0 1,Stockfish 17.1,g2g3,18,52,933,15,10,22,100817,0.017,2
276,nbbrknrq/pppppppp/8/8/8/8/PPPPPPPP/NBBRKNRQ w KQkq - 0 1,Stockfish 17.1,c2c4,16,47,937,16,11,23,101098,0.017,3
277,nrbbknrq/pppppppp/8/8/8/8/PPPPPPPP/NRBBKNRQ w KQkq - 0 1,Stockfish 17.1,d2d4,28,71,918,11,10,18,100819,0.021,2
278,nrbknbrq/pppppppp/8/8/8/8/PPPPPPPP/NRBKNBRQ w KQkq - 0 1,Stockfish 17.1,a1b3,42,113,881,6,11,19,100853,0.019,3
279,nrbknrqb/pppppppp/8/8/8/8/PPPPPPPP/NRBKNRQB w KQkq - 0 1,Stockfish 17.1,f2f4,54,161,835,4,13,18,101015,0.017,2
280,nbrkbnrq/pppppppp/8/8/8/8/PPPPPPPP/NBRKBNRQ w KQkq - 0 1,Stockfish 17.1,a1b3,56,173,823,4,10,22,100361,0.017,3
281,nrkbbnrq/pppppppp/8/8/8/8/PPPPPPPP/NRKBBNRQ w KQkq - 0 1,Stockfish 17.1,e2e4,54,164,832,4,10,15,100786,0.018,3
282,nrknbbrq/pppppppp/8/8/8/8/PPPPPPPP/NRKNBBRQ w KQkq - 0 1,Stockfish 17.1,d2d4,39,103,890,7,10,14,100794,0.02,2
283,nrknbrqb/pppppppp/8/8/8/8/PPPPPPPP/NRKNBRQB w KQkq - 0 1,Stockfish 17.1,f2f4,49,139,856,5,11,16,100532,0.018,2
284,nbrknrbq/pppppppp/8/8/8/8/PPPPPPPP/NBRKNRBQ w KQkq - 0 1,Stockfish 17.1,f2f4,42,112,882,6,11,19,100308,0.016,4
285,nrkbnrbq/pppppppp/8/8/8/8/PPPPPPPP/NRKBNRBQ w KQkq - 0 1,Stockfish 17.1,f2f4,43,117,877,6,10,17,100360,0.018,2
286,nrknrbbq/pppppppp/8/8/8/8/PPPPPPPP/NRKNRBBQ w KQkq - 0 1,Stockfish 17.1,d1c3,36,94,898,8,11,19,100523,0.016,3
287,nrknrqbb/pppppppp/8/8/8/8/PPPPPPPP/NRKNRQBB w KQkq - 0 1,Stockfish 17.1,f2f4,32,83,908,9,11,20,100470,0.016,3
288,bbqnrkrn/pppppppp/8/8/8/8/PPPPPPPP/BBQNRKRN w KQkq - 0 1,Stockfish 17.1,b2b4,12,42,940,18,8,18,100772,0.015,4
289,bqnbrkrn/pppppppp/8/8/8/8/PPPPPPPP/BQNBRKRN w KQkq - 0 1,Stockfish 17.1,c2c4,43,115,879,6,10,16,101157,0.018,4
290,bqnrkbrn/pppppppp/8/8/8/8/PPPPPPPP/BQNRKBRN w KQkq - 0 1,Stockfish 17.1,c2c4,66,230,767,3,11,12,100289,0.019,4
291,bqnrkrnb/pppppppp/8/8/8/8/PPPPPPPP/BQNRKRNB w KQkq - 0 1,Stockfish 17.1,g2g3,15,47,937,16,11,19,100852,0.019,3
292,qbbnrkrn/pppppppp/8/8/8/8/PPPPPPPP/QBBNRKRN w KQkq - 0 1,Stockfish 17.1,b2b4,40,105,888,7,11,15,100293,0.02,3
293,qnbbrkrn/pppppppp/8/8/8/8/PPPPPPPP/QNBBRKRN w KQkq - 0 1,Stockfish 17.1,f1g1,25,66,923,11,11,17,100560,0.02,6
294,qnbrkbrn/pppppppp/8/8/8/8/PPPPPPPP/QNBRKBRN w KQkq - 0 1,Stockfish 17.1,d2d4,29,75,915,10,9,18,101356,0.019,2
295,qnbrkrnb/pppppppp/8/8/8/8/PPPPPPPP/QNBRKRNB w KQkq - 0 1,Stockfish 17.1,c2c4,21,56,930,14,11,18,101816,0.019,3
296,qbnrbkrn/pppppppp/8/8/8/8/PPPPPPPP/QBNRBKRN w KQkq - 0 1,Stockfish 17.1,c2c4,31,80,911,9,11,19,100253,0.017,4
297,qnrbbkrn/pppppppp/8/8/8/8/PPPPPPPP/QNRBBKRN w KQkq - 0 1,Stockfish 17.1,d2d4,15,46,937,17,11,22,101025,0.015,4
298,qnrkbbrn/pppppppp/8/8/8/8/PPPPPPPP/QNRKBBRN w KQkq - 0 1,Stockfish 17.1,c2c4,60,196,801,3,11,17,101513,0.021,4
299,qnrkbrnb/pppppppp/8/8/8/8/PPPPPPPP/QNRKBRNB w KQkq - 0 1,Stockfish 17.1,d2d3,17,49,935,16,11,18,100209,0.019,4
300,qbnrkrbn/pppppppp/8/8/8/8/PPPPPPPP/QBNRKRBN w KQkq - 0 1,Stockfish 17.1,b2b3,37,95,897,8,12,18,100310,0.017,4
301,qnrbkrbn/pppppppp/8/8/8/8/PPPPPPPP/QNRBKRBN w KQkq - 0 1,Stockfish 17.1,h1g3,12,42,940,18,9,23,100303,0.016,5
302,qnrkrbbn/pppppppp/8/8/8/8/PPPPPPPP/QNRKRBBN w KQkq - 0 1,Stockfish 17.1,c2c4,14,45,938,17,11,20,100999,0.017,3
303,qnrkrnbb/pppppppp/8/8/8/8/PPPPPPPP/QNRKRNBB w KQkq - 0 1,Stockfish 17.1,g2g4,49,141,854,5,12,18,100533,0.018,3
304,bbnqrkrn/pppppppp/8/8/8/8/PPPPPPPP/BBNQRKRN w KQkq - 0 1,Stockfish 17.1,c2c4,43,117,877,6,12,20,100341,0.019,3
305,bnqbrkrn/pppppppp/8/8/8/8/PPPPPPPP/BNQBRKRN w KQkq - 0 1,Stockfish 17.1,b2b4,31,78,912,10,11,20,100208,0.017,3
306,bnqrkbrn/pppppppp/8/8/8/8/PPPPPPPP/BNQRKBRN w KQkq - 0 1,Stockfish 17.1,b2b3,55,168,828,4,11,25,101086,0.016,3
307,bnqrkrnb/pppppppp/8/8/8/8/PPPPPPPP/BNQRKRNB w KQkq - 0 1,Stockfish 17.1,b2b4,18,51,934,15,9,16,100675,0.019,2
308,nbbqrkrn/pppppppp/8/8/8/8/PPPPPPPP/NBBQRKRN w KQkq - 0 1,Stockfish 17.1,f1g1,39,101,892,7,11,14,101040,0.016,5
309,nqbbrkrn/pppppppp/8/8/8/8/PPPPPPPP/NQBBRKRN w KQkq - 0 1,Stockfish 17.1,f1g1,26,68,921,11,12,20,102184,0.016,2
310,nqbrkbrn/pppppppp/8/8/8/8/PPPPPPPP/NQBRKBRN w KQkq - 0 1,Stockfish 17.1,c2c3,45,124,870,6,11,19,100360,0.017,3
311,nqbrkrnb/pppppppp/8/8/8/8/PPPPPPPP/NQBRKRNB w KQkq - 0 1,Stockfish 17.1,c2c4,21,57,930,13,12,19,101270,0.017,2
312,nbqrbkrn/pppppppp/8/8/8/8/PPPPPPPP/NBQRBKRN w KQkq - 0 1,Stockfish 17.1,c2c4,62,208,789,3,11,19,100741,0.017,3
